station_name,station_code,state,latitude,longitude,date,year,all_sources,n_params,min_trust,mean_trust,temperature,ph,conductivity,do,bod,cod,nitrate,fecal_coliform,total_coliform,tds,fluoride,arsenic,turbidity,chloride,hardness,sulphate,iron,calcium,magnesium,sodium,potassium,ammonia,tss,toc
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2011-06-01,2011,data_gov_in,18,0.378,0.476,27.0,8.0,590.0,2.9400000572,9.4499998093,17.0,20.9744796753,,,360.0,0.3039999902,,6.0999999046,44.0200004578,6.0,14.8800001144,,60.2000007629,29.888999939,26.9099998474,2.7369999886,0.0982799977,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2012-05-01,2012,data_gov_in,18,0.315,0.462,26.0,7.5,680.0,14.5445566177,0.1400000006,51.0,19.5966396332,,,410.0,0.4180000126,,4.0,37.9850006104,5.0,15.8400001526,,46.4000015259,27.8234996796,28.2900009155,224.0,0.4071600139,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2012-07-02,2012,data_gov_in,18,0.315,0.464,31.0,8.5,410.0,15.8815603256,7.6500000954,59.0,11.6395196915,,,250.0,0.3420000076,,6.4000000954,30.1749992371,7.0,12.0,,32.5999984741,18.5895004272,21.1599998474,3.128000021,0.294840008,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2012-10-01,2012,data_gov_in,18,0.378,0.48,28.0,8.5,470.0,4.3099999428,3.1400001049,17.0,11.890039444,,,285.0,0.4939999878,,6.9000000954,24.1399993896,10.0,18.2399997711,,39.5999984741,24.7859992981,17.4799995422,200.0,0.351000011,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2013-01-01,2013,data_gov_in,18,0.378,0.469,10.0,7.5,440.0,3.9200000763,4.1100001335,24.0,12.870880127,,,265.0,0.4180000126,,7.5,19.8799991608,1.0,15.8400001526,,55.0,33.0480003357,14.2600002289,176.0,0.294840008,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2013-04-01,2013,data_gov_in,18,0.378,0.676,22.0,8.5,390.0,4.0999999046,4.1399998665,10.0,18.5722789764,,,235.0,0.5130000114,,6.0999999046,22.0100002289,4.0,22.0799999237,,68.8000030518,30.9825000763,15.6400003433,180.0,0.4492799938,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2013-08-01,2013,data_gov_in,18,0.315,0.641,26.0,7.0,350.0,5.0999999046,15.6999998093,70.0,18.2251605988,,,210.0,0.5889999866,,14.3999996185,13.845000267,8.0,18.2399997711,,56.7999992371,23.6924991608,9.6599998474,156.0,0.1965599954,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2014-01-01,2014,data_gov_in,18,0.378,0.469,13.0,7.5,390.0,5.0999999046,9.3900003433,21.0,21.978679657,,,235.0,0.3610000014,,3.5999999046,19.8799991608,1.0,13.9200000763,,62.0,26.8514995575,13.8000001907,176.0,0.294840008,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2014-12-01,2014,data_gov_in,17,0.315,0.46,15.0,8.5,460.0,5.0599999428,29.5,39.0,1.5987999439,,,260.0,0.400000006,,,36.2000007629,12.0,31.2000007629,,43.0,22.7000007629,27.1000003815,128.0,0.6000000238,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2015-02-01,2015,data_gov_in,17,0.315,0.464,12.0,8.5,470.0,2.9400000572,25.5,26.0,17.5734004974,,,260.0,0.3039999902,,,55.7350006104,2.0,27.3600006104,,60.2000007629,15.4305000305,27.8299999237,128.0,1.0249199867,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2015-03-01,2015,data_gov_in,17,0.378,0.471,15.0,8.5,420.0,4.6999998093,0.0,14.0,16.1170005798,,,250.0,0.2660000026,,,44.0200004578,3.0,56.1599998474,,46.4000015259,17.4960002899,24.6100006104,120.0,0.9828000069,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2015-10-01,2015,data_gov_in,17,0.315,0.461,20.0,7.5,350.0,0.0,23.0,28.0,15.4461202621,,,177.0,0.3039999902,,,13.845000267,10.0,47.0400009155,,39.5999984741,21.6270008087,9.4300003052,92.0,0.9687600136,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2015-12-01,2015,data_gov_in,17,0.315,0.467,18.0,7.9679999352,450.0,10.3517484665,27.5,29.0,16.6498794556,,,275.0,0.3799999952,,,19.8799991608,12.0,64.8000030518,,53.4000015259,26.8514995575,11.9600000381,124.0,1.3057199717,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2016-03-01,2016,data_gov_in,17,0.315,0.469,17.0,8.0,330.0,1.9600000381,27.3999996185,36.0,15.0395593643,,,200.0,0.3799999952,,,15.9750003815,3.0,35.5200004578,,37.7999992371,21.6270008087,11.5,132.0,0.3650400043,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2016-05-02,2016,data_gov_in,17,0.378,0.487,19.0,7.0,410.0,4.2043981552,0.5199999809,27.0,15.542719841,,,256.0,0.4939999878,,,25.9150009155,5.0,38.4000015259,,26.3999996185,23.327999115,16.1000003815,88.0,1.1091599464,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2016-09-01,2016,data_gov_in,20,0.315,0.474,20.0,7.5,560.0,8.5789699554,0.4499999881,38.0,15.5108804703,10000.0,14000.0,340.0,0.7030000091,,3.2000000477,47.5699996948,9.0,37.4399986267,,33.4000015259,11.906999588,25.2999992371,92.0,1.5443999767,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2017-01-02,2017,data_gov_in,20,0.315,0.451,16.0,7.0,540.0,0.0,0.5,30.0,17.7018413544,3000.0,4000.0,326.0,0.5320000052,,1.2000000477,53.9599990845,1.0,38.8800010681,,48.4000015259,26.9729995728,32.6599998474,184.0,1.0249199867,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2017-03-01,2017,data_gov_in,18,0.315,0.64,17.0,8.0,210.0,0.0,0.3300000131,48.0,,15000.0,18000.0,132.0,0.400000006,,,32.0,3.0,19.8999996185,,35.0,11.6000003815,21.6000003815,132.7870025635,0.7400000095,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2018-06-01,2018,data_gov_in,18,0.63,0.69,31.0,8.5,430.0,2.1800000668,0.3000000119,27.0,,12000.0,18000.0,260.0,0.4199999869,,,24.0,6.0,32.5,,45.6699981689,35.2700004578,15.8000001907,203.5079956055,0.3799999952,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2019-01-01,2019,data_gov_in,18,0.45,0.671,13.0,8.0,446.0,3.0,0.1599999964,16.0,,2500.0,7000.0,287.0,0.3600000143,,,16.0,1.0,28.0,,36.1199989319,20.6399993896,9.3999996185,140.0,0.2399999946,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2019-03-01,2019,data_gov_in,18,0.45,0.671,14.0,7.5,485.0,4.5,0.1800000072,21.0,,2800.0,6000.0,274.0,0.3799999952,,,17.0,3.0,30.2000007629,,39.9599990845,22.7000007629,10.1999998093,140.0,0.2599999905,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2019-12-02,2019,data_gov_in,18,0.63,0.69,19.0,7.5,497.0,5.3000001907,0.25,13.0,,5000.0,14800.0,284.0,0.3300000131,,,23.7999992371,12.0,25.6000003815,,41.2799987793,27.8600006104,19.0,160.0,0.3199999928,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-07-01,2021,data_gov_in,20,0.44099999999999995,0.476,27.6000003815,7.5,386.0,4.8000001907,0.2099999934,17.0,1.9299999475,11000.0,21000.0,156.0,0.2899999917,,17.0,13.8000001907,7.0,8.0,,41.8400001526,23.0900001526,13.3999996185,4.0999999046,0.2899999917,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-08-02,2021,data_gov_in,20,0.44099999999999995,0.476,26.0,7.5,292.0,3.9000000954,0.200000003,23.0,2.2799999714,10500.0,20000.0,164.0,0.3600000143,,21.0,17.1000003815,8.0,6.5,,34.9599990845,9.0699996948,16.6000003815,7.5999999046,0.2800000012,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-09-13,2021,data_gov_in,22,0.44099999999999995,0.481,26.5,8.5,310.0,5.5999999046,0.200000003,19.0,3.9900000095,11800.0,21000.0,168.0,0.4199999869,4.6599998474,10.0,13.0,9.0,5.5999999046,0.3639999926,39.0,9.3999996185,16.6000003815,4.5,0.150000006,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-09-21,2021,data_gov_in,22,0.44099999999999995,0.481,25.8999996185,7.5,461.0,4.9000000954,0.3000000119,18.0,1.3300000429,10600.0,20400.0,252.0,0.4099999964,1.3799999952,15.0,20.3999996185,9.0,8.3000001907,0.3030000031,31.8999996185,8.3999996185,24.7000007629,6.8000001907,0.2199999988,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-11-11,2021,data_gov_in,22,0.44099999999999995,0.468,13.0,6.9000000954,401.0,4.0999999046,0.25,21.0,8.9219999313,8700.0,16800.0,225.0,0.4199999869,4.2249999046,13.0,18.2999992371,11.0,17.1000003815,26.1399993896,55.5999984741,9.1000003815,18.6000003815,3.5999999046,0.1299999952,,
Moradabad,,Uttar Pradesh,28.8266666667,78.7983333333,2021-11-22,2021,data_gov_in,21,0.44099999999999995,0.46,13.0,6.9000000954,414.0,4.3000001907,0.2599999905,19.0,26.4500007629,8500.0,17500.0,243.0,0.4099999964,,15.0,20.5,11.0,17.6000003815,85.8600006104,59.7999992371,14.6000003815,19.2000007629,3.7000000477,0.1400000006,,
Munger,,Bihar,,,2017-01-01,2017,data_gov_in,5,0.45,0.702,,7.7,,7.5,2.2,1818.0,,8300.0,,,,,,,,,,,,,,,,
Munger,,Bihar,,,2018-01-01,2018,data_gov_in,5,0.45,0.702,,7.8,,7.9,2.4,1818.0,,13000.0,,,,,,,,,,,,,,,,
Munger,,Bihar,,,2019-01-01,2019,data_gov_in,5,0.45,0.702,,7.9,,7.2,2.0,1818.0,,12000.0,,,,,,,,,,,,,,,,
Munger,,Bihar,,,2020-01-01,2020,data_gov_in,6,0.315,0.608,,7.9,,7.4,1.9,1818.0,,63500.0,,,20.0,,,,,,,,,,,,,
Munger,,Bihar,,,2021-01-01,2021,data_gov_in,5,0.315,0.639,,7.8,,8.1,1.8,1818.0,,35000.0,,,,,,,,,,,,,,,,
Munger,,Bihar,,,2022-01-01,2022,data_gov_in,5,0.45,0.702,,7.9,,7.9,1.8,1818.0,,28000.0,,,,,,,,,,,,,,,,
Munger,,Bihar,,,,,data_gov_in,2,0.45,0.675,,,13000.0,7.9,,,,,,,,,,,,,,,,,,,,
"NOAI Canal North 24 Parganas, NEAR Ganga Nagar Motibridge",2512,West Bengal,,,2015-01-01,2015,nwmp_pdf,4,0.2975,0.51,,7.3,,0.0,13.8,,0.0,,,,,,,,,,,,,,,,,
"Nabadip ON Ganga,Ghoshpara NEAR Monipurghat",2511,West Bengal,,,2015-01-01,2015,nwmp_pdf,4,0.595,0.722,,7.6,,5.2,1.3,,0.1,,,,,,,,,,,,,,,,,
"Nabadip ON Ganga,Ghoshpara NEAR Monipurghat",,West Bengal,,,,,data_gov_in,8,0.45,0.709,19.0,7.2,195.5,6.2,1.3,2511.0,0.0,,2100.0,,,,,,,,,,,,,,,
"Nabadip, Ghoshpara Near Monipurghat",,West Bengal,,,2022-01-01,2022,data_gov_in,5,0.45,0.702,,8.0,,6.4,2.8,2511.0,,12000.0,,,,,,,,,,,,,,,,
"Nabadip, Ghoshpara Near Monipurghat",,West Bengal,,,,,data_gov_in,2,0.45,0.725,,,35500.0,7.15,,,,,,,,,,,,,,,,,,,,
"Nabadip,Ghoshpara Near Monipurghat",,West Bengal,,,2017-01-01,2017,data_gov_in,5,0.315,0.639,,7.9,,6.5,2.2,2511.0,,130000.0,,,,,,,,,,,,,,,,
"Nabadip,Ghoshpara Near Monipurghat",,West Bengal,,,2018-01-01,2018,data_gov_in,5,0.315,0.639,,8.2,,7.2,3.0,2511.0,,65000.0,,,,,,,,,,,,,,,,
"Nabadip,Ghoshpara Near Monipurghat",,West Bengal,,,2019-01-01,2019,data_gov_in,5,0.315,0.639,,8.12,,6.8,2.5,2511.0,,50000.0,,,,,,,,,,,,,,,,
"Nabadip,Ghoshpara Near Monipurghat",,West Bengal,,,2020-01-01,2020,data_gov_in,5,0.45,0.702,,8.0,,6.6,2.8,2511.0,,30000.0,,,,,,,,,,,,,,,,
"Nabadip,Ghoshpara Near Monipurghat",,West Bengal,,,2021-01-01,2021,data_gov_in,5,0.45,0.702,,7.9,,6.8,2.5,2511.0,,14000.0,,,,,,,,,,,,,,,,
"Najafgarh Drain AT Wazirabad Before Conf. TO Riv.Yamuna, Delhi",1377,Delhi,,,2015-01-01,2015,nwmp_pdf,3,0.2975,0.581,,7.1,,,31.0,,0.0,,,,,,,,,,,,,,,,,
Narayanbhagad,,Uttarakhand,30.1432027778,79.3775555556,2020-01-11,2020,data_gov_in,14,0.63,0.713,,8.0200004578,180.6000061035,9.0799999237,,21.0,8.6500005722,,,85.8000030518,,,0.6100000143,,1.0,8.0,0.1000000015,17.2000007629,40.0,2.5499999523,103.0,,,
Narendra Nagar,,Uttarakhand,30.16,78.2847222222,2021-09-29,2021,data_gov_in,16,0.63,0.703,,7.8299999237,607.0,8.1000003815,0.8899999857,25.0,4.3200001717,,,295.0,,,2.7999999523,6.0,9.0,42.0,0.0,22.3999996185,69.0,6.9699997902,280.0,,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-03-01,2004,data_gov_in,16,0.63,0.698,22.5,8.0,350.0,7.9800000191,0.001,,0.1199999973,,,,0.0500000007,,,20.3999996185,3.0,15.0,0.0099999998,17.0,18.0,16.0,314.8800048828,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-04-01,2004,data_gov_in,15,0.63,0.684,24.5,8.0,45.0,,0.0500000007,,0.7200000286,,,,0.0500000007,,,65.0,4.0,15.0,0.0799999982,18.0,31.0,102.0,318.1600036621,0.0599999987,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-06-01,2004,data_gov_in,16,0.63,0.698,32.0,8.0,300.0,7.5599999428,0.001,,0.4399999976,,,,0.0500000007,,,19.2000007629,6.0,8.0,0.0199999996,14.0,12.0,18.0,200.0800018311,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-08-02,2004,data_gov_in,15,0.63,0.692,28.0,8.0,800.0,,0.001,,0.1899999976,,,,0.0500000007,,,50.0,8.0,59.0,0.0099999998,14.0,25.0,84.0,439.5199890137,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-09-01,2004,data_gov_in,16,0.63,0.729,27.5,8.0,800.0,7.4000000954,0.0500000007,,0.4300000072,,,,0.0500000007,,,104.0,9.0,40.0,0.1099999994,17.0,33.0,84.0,393.6000061035,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-11-01,2004,data_gov_in,16,0.63,0.713,27.5,8.0,500.0,7.3200001717,0.0329999998,,0.2700000107,,,,0.0700000003,,,20.0,11.0,30.0,0.2199999988,38.0,19.0,26.0,290.2799987793,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2004-12-01,2004,data_gov_in,15,0.63,0.684,22.0,8.0,87.5,,0.0399999991,,0.4900000095,,,,0.0799999982,,,105.0,12.0,52.0,0.1400000006,35.0,52.0,84.0,496.9200134277,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2005-01-01,2005,data_gov_in,16,0.63,0.705,22.0,8.0,510.0,7.1599998474,0.0199999996,,0.3300000131,,,,0.0500000007,,,8.0,1.0,55.0,0.0700000003,34.0,21.0,30.0,318.1600036621,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2005-02-01,2005,data_gov_in,16,0.63,0.705,19.0,8.0,650.0,8.2600002289,0.001,,0.0099999998,,,,0.0719999969,,,12.0,2.0,65.0,0.0099999998,27.0,39.0,32.0,383.7600097656,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2005-04-01,2005,data_gov_in,15,0.315,0.678,25.0,8.0,95.0,,0.0500000007,,1.3999999762,,,,0.1800000072,,,74.0,4.0,63.0,0.0489999987,38.0,77.0,42.0,440.6979980469,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2006-02-01,2006,data_gov_in,15,0.63,0.674,19.5,7.6999998093,96.75,,0.0700000003,,0.0099999998,,,,0.0500000007,,,47.0,2.0,20.0,0.0099999998,38.7000007629,63.0600013733,44.0,10.0,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2006-06-01,2006,data_gov_in,15,0.63,0.666,27.0,7.0,82.5,,0.001,,0.0140000004,,,,0.0500000007,,,61.0,6.0,38.0,0.0370000005,33.0,53.0,48.0,10.0,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2006-08-01,2006,data_gov_in,15,0.63,0.707,27.0,8.0,670.0,,0.001,,0.3000000119,,,,0.0500000007,,,50.0,8.0,15.0,0.0099999998,11.0,22.0,46.0,537.1500244141,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2007-01-02,2007,data_gov_in,19,0.63,0.7,19.0,8.0,350.0,5.2899999619,0.0399999991,1.0,0.0099999998,0.0,100.0,,0.1400000006,,,46.0,1.0,15.0,0.0270000007,31.8999996185,14.5399999619,24.0,336.1728210449,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2007-03-01,2007,data_gov_in,19,0.63,0.712,22.0,8.0,100.0,5.4000000954,0.001,1.0,8.3149995804,0.0,300.0,,0.0500000007,,,50.0,3.0,12.0,0.1000000015,40.0,9.3699998856,45.0,416.2048034668,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2007-09-01,2007,data_gov_in,15,0.315,0.678,25.5,8.0,125.4249954224,,0.1800000072,,8.4029998779,,,,0.2049999982,,,62.0,9.0,25.0,0.8500000238,50.1699981689,52.4099998474,59.0,331.9671936035,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2007-10-01,2007,data_gov_in,15,0.63,0.691,26.0,8.0,135.0500030518,,0.0199999996,,0.027999999,,,,0.0560000017,,,62.0,10.0,24.0,0.349999994,54.0200004578,61.0400009155,61.0,340.0,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2008-04-01,2008,data_gov_in,13,0.63,0.723,27.5,8.0,400.0,8.2299995422,,,,0.0,100.0,,,,,30.0,4.0,18.0,,33.0200004578,18.1499996185,28.0,328.0,,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2008-09-01,2008,data_gov_in,15,0.63,0.699,26.5,8.0,470.0,,0.001,,0.400000006,,,,0.0500000007,,,36.0,9.0,25.0,0.0099999998,44.7200012207,20.5,63.0,148.0,0.0900000036,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2008-11-01,2008,data_gov_in,15,0.63,0.699,24.5,8.0,475.0,,0.0080000004,,1.2970000505,,,,0.0500000007,,,54.0,11.0,30.0,0.0099999998,47.7700004578,30.5499992371,66.0,232.0,0.0500000007,,
Narhan,,Uttar Pradesh,25.2091666667,83.3266666667,2008-12-01,2008,data_gov_in,19,0.63,0.707,23.0,8.0,480.0,6.9200000763,0.0399999991,1.5,5.0300002098,300.0,700.0,,0.0500000007,,,58.0,12.0,30.0,0.0099999998,48.4099998474,33.7700004578,60.0,244.0,0.0500000007,,
"Narmada AT Panchwatighat, Before Mixing WITH Bawanganga River, Jabalpur",3324,Madhya Pradesh,,,2015-01-01,2015,nwmp_pdf,5,0.595,0.748,23.0,7.2,,6.5,1.4,,0.4,,,,,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2017-01-01,2017,data_gov_in,5,0.45,0.702,,7.3,,7.6,2.8,1145.0,,250.0,,,,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2018-01-01,2018,data_gov_in,5,0.45,0.702,,7.4,,7.5,2.0,1145.0,,270.0,,,,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2019-01-01,2019,data_gov_in,5,0.45,0.702,,7.3,,8.0,1.5,1145.0,,540.0,,,,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2020-01-01,2020,data_gov_in,6,0.45,0.66,,7.1,,8.6,1.3,1145.0,,1100.0,,,20.0,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2021-01-01,2021,data_gov_in,5,0.45,0.702,,7.2,,8.1,1.7,1145.0,,700.0,,,,,,,,,,,,,,,,
Narora ( Bulandsahar),,Uttar Pradesh,,,2022-01-01,2022,data_gov_in,5,0.45,0.702,,7.2,,8.7,1.9,1145.0,,540.0,,,,,,,,,,,,,,,,
Narora (Bulandsahar),,Uttar Pradesh,,,,,data_gov_in,2,0.63,0.765,,,270.0,7.45,,,,,,,,,,,,,,,,,,,,
Naugaon,,Uttarakhand,30.7916666667,78.1380555556,2020-01-15,2020,data_gov_in,12,0.315,0.644,6.5,8.720000267,173.6000061035,0.0,,,,,,109.0,,,,5.8099999428,1.0,14.8999996185,,24.1900005341,6.4899997711,4.3400001526,65.7099990845,,,
Naugaon,,Uttarakhand,30.7916666667,78.1380555556,2021-09-01,2021,data_gov_in,17,0.315,0.624,14.5,7.8000001907,128.0,0.0,,6.0,2.25,,,81.0,0.1700000018,,19.0799999237,3.9000000954,9.0,8.3900003433,,16.2399997711,1.1399999857,3.1500000954,38.2999992371,0.0700000003,,
Naugaon,,Uttarakhand,30.7916666667,78.1380555556,2021-09-21,2021,data_gov_in,17,0.315,0.624,13.5,8.0200004578,117.0,0.0,,12.0,2.2799999714,,,74.0,0.1800000072,,33.5999984741,7.5100002289,9.0,7.3499999046,,16.3199996948,3.7400000095,5.9499998093,48.2000007629,0.0700000003,,
Naugaon,,Uttarakhand,30.7916666667,78.1380555556,2021-10-04,2021,data_gov_in,17,0.315,0.64,13.0,8.0100002289,110.0,0.0,,8.0,2.1900000572,,,69.0,0.1800000072,,19.4099998474,10.5600004196,10.0,5.3600001335,,22.1499996185,3.5799999237,8.5200004578,62.5,0.0599999987,,
Nawadaghat D/S,,Bihar,,,2018-01-01,2018,data_gov_in,4,0.63,0.765,,7.4,,7.8,2.0,,,3100.0,,,,,,,,,,,,,,,,
Nawadaghat D/S,,Bihar,,,2019-01-01,2019,data_gov_in,4,0.63,0.765,,8.05,,7.5,1.9,,,3600.0,,,,,,,,,,,,,,,,
Nawadaghat D/S,,Bihar,,,,,data_gov_in,2,0.45,0.675,,,3100.0,7.8,,,,,,,,,,,,,,,,,,,,
Nawadaghat D/S ( Water Intake Of Ntpc) Barh,,Bihar,,,2020-01-01,2020,data_gov_in,4,0.63,0.765,,8.0,,7.5,1.7,,,13000.0,,,,,,,,,,,,,,,,
Nawadaghat D/S ( Water Intake Of Ntpc) Barh,,Bihar,,,2021-01-01,2021,data_gov_in,4,0.315,0.686,,7.9,,8.6,1.7,,,35000.0,,,,,,,,,,,,,,,,
Nawadaghat D/S ( Water Intake Of Ntpc) Barh,,Bihar,,,2022-01-01,2022,data_gov_in,5,0.45,0.702,,7.8,,8.2,1.3,,,13000.0,,,30.0,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,2018-01-01,2018,data_gov_in,3,0.63,0.81,,8.4,,7.8,2.6,,,,,,,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,2019-01-01,2019,data_gov_in,3,0.63,0.81,,8.0,,8.2,2.5,,,,,,,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,2020-01-01,2020,data_gov_in,3,0.63,0.81,,7.8,,8.4,2.6,,,,,,,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,2021-01-01,2021,data_gov_in,3,0.63,0.81,,7.6,,6.9,1.4,,,,,,,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,2022-01-01,2022,data_gov_in,3,0.63,0.81,,7.5,,6.9,1.2,,,,,,,,,,,,,,,,,,,
Near Janta Ghat D/S,,Jharkhand,,,,,data_gov_in,1,0.9,0.9,,,,7.8,,,,,,,,,,,,,,,,,,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1977-12-01,1977,data_gov_in,10,0.44099999999999995,0.46,,8.3000001907,406.0,,,,,,,260.0,,,,7.0,12.0,31.2700004578,,36.1199989319,22.7000007629,20.7000007629,11.3000001907,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1978-03-01,1978,data_gov_in,10,0.44099999999999995,0.479,,8.6999998093,433.0,,,,,,,277.0,,,,6.0,3.0,29.6299991608,,48.1599998474,24.25,19.0,228.0,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1978-04-01,1978,data_gov_in,10,0.44099999999999995,0.479,,9.0,305.0,,,,,,,195.0,,,,4.0,4.0,99.5800018311,,30.9599990845,19.7999992371,5.3000001907,174.0,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1978-09-01,1978,data_gov_in,10,0.44099999999999995,0.46,,8.0,305.0,,,,,,,195.0,,,,6.0,9.0,29.6299991608,,30.6399993896,22.7000007629,7.8000001907,2.0999999046,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1978-12-01,1978,data_gov_in,10,0.44099999999999995,0.469,,8.6999998093,352.0,,,,,,,225.0,,,,8.0,12.0,7.0,,30.9599990845,24.25,17.1000003815,2.5999999046,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1979-12-05,1979,data_gov_in,10,0.44099999999999995,0.46,,9.0,427.0,,,,,,,270.0,,,,9.0,12.0,15.6400003433,,3.9600000381,31.4799995422,21.2000007629,7.0,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-01-01,1980,data_gov_in,10,0.44099999999999995,0.469,,8.8999996185,359.0,,,,,,,230.0,,,,6.0,1.0,12.7600002289,,34.4000015259,21.6700000763,20.0,2.2000000477,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-04-01,1980,data_gov_in,10,0.44099999999999995,0.469,,8.3000001907,502.0,,,,,,,322.0,,,,10.0,4.0,12.3400001526,,22.3600006104,34.0600013733,19.0,2.0999999046,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-08-01,1980,data_gov_in,10,0.44099999999999995,0.46,,8.3000001907,189.0,,,,,,,121.0,,,,5.0,8.0,4.123000145,,18.9200000763,12.3800001144,4.0999999046,3.0,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-10-01,1980,data_gov_in,10,0.44099999999999995,0.46,,8.5,352.0,,,,,,,225.0,,,,6.0,10.0,9.0500001907,,29.2399997711,22.7000007629,6.8000001907,0.8000000119,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-11-01,1980,data_gov_in,10,0.44099999999999995,0.46,,8.8000001907,410.0,,,,,,,262.0,,,,6.0,11.0,12.3400001526,,51.5999984741,25.7999992371,11.5,1.2000000477,,,
Neemsar,,Uttar Pradesh,27.3461111111,80.4777777778,1980-12-01,1980,data_gov_in,10,0.44099999999999995,0.46,,8.6999998093,419.0,,,,,,,257.0,,,,9.0,12.0,14.0,,62.1500015259,27.1499996185,10.0,1.1000000238,,,
